bairro,rua,cidade,estacao,tipo,distance_km
Mooca,Rua Hipódromo,São Paulo,Bresser-Mocca,metro,0.5603347251483108
Mooca,Rua Hipódromo,São Paulo,Bras,metro,1.1879619574192157
Vila Prudente,Rua Antônio Genzini,São Paulo,Vila Prudente,metro,1.5941261808924474
Vila Prudente,Rua Ibitirama,São Paulo,Tamanduateí,metro,1.1329399166452248
Vila Prudente,Rua Ibitirama,São Paulo,Vila Prudente,metro,0.3009859804913475
Tatuapé,Estrada Velha da Penha,São Paulo,Penha,metro,1.7133667456462627
Tatuapé,Estrada Velha da Penha,São Paulo,Carrao,metro,1.2102527664275406
Saúde,Rua Marcos Fernandes,São Paulo,Alto do Ipiranga,metro,1.95444950723132
Parque Novo Mundo,AV Álvaro Ramos 86,São Paulo,Tatuape,metro,1.3045388659761696
Parque Novo Mundo,AV Álvaro Ramos 86,São Paulo,Belem,metro,0.42690641770125415
Santana,RUA LONTRA,São Paulo,Tucuruvi,metro,1.672428656154915
Santana,RUA LONTRA,São Paulo,Parada Inglesa,metro,1.4712552986054905
Barra Funda,Rua Conselheiro Brotero,São Paulo,Santa Cecilia,metro,1.2900741978640695
Barra Funda,Rua Conselheiro Brotero,São Paulo,Marechal Deodoro,metro,0.41866133812767226
Barra Funda,Rua Conselheiro Brotero,São Paulo,Barra Funda,metro,1.1287287062381612
Tremembé,Rua Antônio Flaquer 283,São Paulo,Tucuruvi,metro,1.1689889455068958
Tremembé,Rua Antônio Flaquer 283,São Paulo,Parada Inglesa,metro,1.818004906673587
Tatuapé,Rua José Tavares de Siqueira,São Paulo,Carrao,metro,0.7420663889462068
Tatuapé,Rua José Tavares de Siqueira,São Paulo,Tatuape,metro,1.244501275635259
Santana,Rua Pedro Doll,São Paulo,Parada Inglesa,metro,1.9056860347248206
Santana,Rua Pedro Doll,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.0422062442557714
Santana,Rua Pedro Doll,São Paulo,Santana,metro,1.2522968540312074
Santana,Rua Pedro Doll,São Paulo,Carandiru,metro,1.9726937998426723
Vila das Mercês,Rua Vergueiro,São Paulo,Vila Mariana,metro,1.456925322808377
Vila das Mercês,Rua Vergueiro,São Paulo,Santa Cruz,metro,1.966157541593539
Vila das Mercês,Rua Vergueiro,São Paulo,Chácara Klabin,metro,1.1700931006448931
Vila das Mercês,Rua Vergueiro,São Paulo,Santos – Imigrantes,metro,0.5101690243166986
Vila das Mercês,Rua Vergueiro,São Paulo,Alto do Ipiranga,metro,0.9942947091463398
Vila das Mercês,Rua Vergueiro,São Paulo,Sacomã,metro,1.9752655148380935
Tatuapé,rua urumajó,São Paulo,Carrao,metro,0.5213977074220124
Tatuapé,rua urumajó,São Paulo,Tatuape,metro,1.6439614822375683
Santana,Rua Casa Forte 78,São Paulo,Tucuruvi,metro,0.9192659177499218
Santana,Rua Casa Forte 78,São Paulo,Parada Inglesa,metro,0.544694140980295
Santana,Rua Casa Forte 78,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1096108792801516
Moema,AL DOS GUARAMOMIS,São Paulo,Praça da Árvore,metro,1.7836997258631146
Parque Novo Mundo,Rua Visconde de Parnaíba,São Paulo,Bresser-Mocca,metro,0.145792060125011
Parque Novo Mundo,Rua Visconde de Parnaíba,São Paulo,Bras,metro,0.7075658131876283
Parque Novo Mundo,Rua Visconde de Parnaíba,São Paulo,Pedro II,metro,1.7700846191363069
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Vila Matilde,Rua Félix de Otero,São Paulo,Vila Matilde,metro,1.3523986463289612
Vila Matilde,Rua Félix de Otero,São Paulo,Penha,metro,1.8110562982504654
Santana,Rua Paulo Gonçalves,São Paulo,Parada Inglesa,metro,1.9436841237068536
Santana,Rua Paulo Gonçalves,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.9651131598880403
Santana,Rua Paulo Gonçalves,São Paulo,Santana,metro,0.7944835839882439
Santana,Rua Paulo Gonçalves,São Paulo,Carandiru,metro,1.521288999641546
Água Fria,Rua Maria do Carmo Sene,São Paulo,Tucuruvi,metro,1.1228720071364238
Água Fria,Rua Maria do Carmo Sene,São Paulo,Parada Inglesa,metro,0.23691970488574454
Água Fria,Rua Maria do Carmo Sene,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.7707391089502217
Casa Verde,Rua Reims,São Paulo,Barra Funda,metro,1.9582389088151848
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Jabaquara,Avenida Engenheiro Armando de Arruda Pereira,São Paulo,Jabaquara,metro,1.029160490417651
Ipiranga,Rua Agostinho Gomes,São Paulo,Sacomã,metro,1.8126991373341523
Ipiranga,Rua Agostinho Gomes,São Paulo,Tamanduateí,metro,1.5532694212462792
Ipiranga,Rua Agostinho Gomes,São Paulo,Vila Prudente,metro,1.8801017972277223
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Santana,R Conselheiro Moreira de Barros,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6720501764920745
Santana,R Conselheiro Moreira de Barros,São Paulo,Santana,metro,1.5608933247095214
Jaguaré,Rua Marselha,São Paulo,Ceasa,trem,0.9497813269047155
Jaguaré,Rua Marselha,São Paulo,Villa Lobos,trem,1.385723735580792
Brooklin,Rua Indiana,São Paulo,Berrini,trem,1.2520836263996615
Morumbi,Avenida Giovanni Gronchi,São Paulo,Morumbi,trem,1.4508340672332798
Morumbi,Avenida Giovanni Gronchi,São Paulo,Saúde,metro,1.1313810182689608
Morumbi,Avenida Giovanni Gronchi,São Paulo,São Paulo-Morumbi,metro,1.4457317628738968
Água Fria,Jeronima Dias 257,São Paulo,Tucuruvi,metro,1.9011828551106478
Água Fria,Jeronima Dias 257,São Paulo,Parada Inglesa,metro,1.3216439002382299
Água Fria,Jeronima Dias 257,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.9414314536817581
Água Fria,Jeronima Dias 257,São Paulo,Santana,metro,1.9640032271706853
Saúde,Rua das Mangueiras,São Paulo,Praça da Árvore,metro,1.8322679419840104
Saúde,Rua das Mangueiras,São Paulo,São Judas,metro,1.5999730532751766
Tatuapé,Rua Vilela,São Paulo,Carrao,metro,0.2630323390312244
Tatuapé,Rua Vilela,São Paulo,Tatuape,metro,1.0287533160503393
Santana,RUA VOLUNTÁRIOS DA PÁTRIA,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,RUA VOLUNTÁRIOS DA PÁTRIA,São Paulo,Santana,metro,0.22874941264864815
Santana,RUA VOLUNTÁRIOS DA PÁTRIA,São Paulo,Carandiru,metro,0.9410405667228832
Santana,RUA VOLUNTÁRIOS DA PÁTRIA,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Tatuapé,Rua Santa Virgínia,São Paulo,Carrao,metro,0.9058627542405322
Tatuapé,Rua Santa Virgínia,São Paulo,Tatuape,metro,1.1425060422370779
Santana,R FREI VICENTE DO SALVADOR,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.2042925480746576
Santana,R FREI VICENTE DO SALVADOR,São Paulo,Santana,metro,0.490472428424165
Santana,R FREI VICENTE DO SALVADOR,São Paulo,Carandiru,metro,1.199531478743447
Santana,R FREI VICENTE DO SALVADOR,São Paulo,Portuguesa-Tietê,metro,1.967809685617719
Jardim Marajoara,Avenida Washington Luís 1260,São Paulo,Socorro,trem,1.994170348749558
Paraíso,Rua dos Democratas,São Paulo,São Judas,metro,0.8859294718063756
Paraíso,Rua dos Democratas,São Paulo,Conceição,metro,1.108169592786109
Santana,RUA PATO BRANCO,São Paulo,Santana,metro,1.1478485874611941
Santana,RUA PATO BRANCO,São Paulo,Carandiru,metro,1.3012824983459927
Santana,RUA PATO BRANCO,São Paulo,Portuguesa-Tietê,metro,1.8004853449959375
Saúde,Praça Evangelista,São Paulo,São Judas,metro,1.864609640199409
Tatuapé,Rua Ulisses Cruz,São Paulo,Carrao,metro,1.7497360149687529
Tatuapé,Rua Ulisses Cruz,São Paulo,Tatuape,metro,1.001387271267391
Tatuapé,Rua Ulisses Cruz,São Paulo,Belem,metro,1.557218073672434
Cambuci,R Dona Ana Neri,São Paulo,Bresser-Mocca,metro,1.7820158119118321
Cambuci,R Dona Ana Neri,São Paulo,Bras,metro,1.398633557566123
Cambuci,R Dona Ana Neri,São Paulo,Pedro II,metro,1.571460702055845
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Casa Verde,RUA SANTO EGÍDIO,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9760133847495756
Casa Verde,RUA SANTO EGÍDIO,São Paulo,Santana,metro,1.6798563294850126
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Ana Rosa,metro,1.967554167396228
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Vila Mariana,metro,1.0632615176487705
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Santa Cruz,metro,1.5956306611101443
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Chácara Klabin,metro,0.7662669514537648
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Santos – Imigrantes,metro,0.4647193091985335
Chácara Klabin,RUA ERNESTO DE OLIVEIRA,São Paulo,Alto do Ipiranga,metro,1.219078139690426
Santana,Pedro Doll 237,São Paulo,Parada Inglesa,metro,1.8424465554298617
Santana,Pedro Doll 237,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.9714845851623278
Santana,Pedro Doll 237,São Paulo,Santana,metro,1.2281206200554151
Santana,Pedro Doll 237,São Paulo,Carandiru,metro,1.9528369038228859
Vila Prudente,Rua Antônio Genzini 190,São Paulo,Vila Prudente,metro,1.6202187984728866
Tremembé,Rua dos Jacarandás Mimosos,São Paulo,Tucuruvi,metro,1.8510616143512595
Tatuapé,AGUAPEI,São Paulo,Carrao,metro,1.6516074213294738
Vila Leopoldina,Rua Barao da Passagem 1331,São Paulo,Ceasa,trem,1.8851531885161565
Vila Prudente,Rua Dante Alighieri,São Paulo,Tamanduateí,metro,1.8991204323594206
Vila Prudente,Rua Dante Alighieri,São Paulo,Vila Prudente,metro,1.079136314937561
Brás,Rua do Hipódromo,São Paulo,Belem,metro,1.8418576537358402
Brás,Rua do Hipódromo,São Paulo,Bresser-Mocca,metro,0.1298264063479951
Brás,Rua do Hipódromo,São Paulo,Bras,metro,0.8876548449344508
Brás,Rua do Hipódromo,São Paulo,Pedro II,metro,1.9461285604447982
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Pedro II,metro,1.460282258472898
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Se,metro,0.7593526084044424
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Anhagabau,metro,0.11119995595798358
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Republica,metro,0.47091517501644775
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Santa Cecilia,metro,1.2951431199996832
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Osasco,trem,1.3891168832061584
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Pinheiros,trem,1.3891168832061584
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Tiradentes,metro,1.9396742459263885
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Luz,metro,1.411265297662407
Consolação,Rua Coronel Xavier de Toledo,São Paulo,São Bento,metro,0.5351685558819651
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Japão - Liberdade,metro,0.8778502075299348
Consolação,Rua Coronel Xavier de Toledo,São Paulo,São Joaquim,metro,1.5982518254391023
Consolação,Rua Coronel Xavier de Toledo,São Paulo,Higienópolis-Mackenzie,metro,1.223226768180088
Real Parque,Rua Dom Paulo Pedrosa,São Paulo,Berrini,trem,1.429297491633931
Pompéia,Rua Raul Pompéia 269,São Paulo,Barra Funda,metro,1.964132365132137
Pompéia,Rua Raul Pompéia 269,São Paulo,Lapa,trem,1.5808747035013273
Santana,Doutor Zuquim 1782,São Paulo,Parada Inglesa,metro,1.4126891725547681
Santana,Doutor Zuquim 1782,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.5967691732393852
Santana,Doutor Zuquim 1782,São Paulo,Santana,metro,1.3781066012783694
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Santana,Rua Joaquim Norberto,São Paulo,Tucuruvi,metro,1.398359469937281
Santana,Rua Joaquim Norberto,São Paulo,Parada Inglesa,metro,0.568573206258381
Santana,Rua Joaquim Norberto,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.47322281725581616
Santana,Rua Joaquim Norberto,São Paulo,Santana,metro,1.884360240146
Tatuapé,Marechal Barbacena,São Paulo,Tatuape,metro,1.7148965857578229
Itaquera,\"\",São Paulo,Itaquera,metro,1.7354849727604995
Santana,RUA ANTONIO PEREIRA DE SOUSA,São Paulo,Parada Inglesa,metro,1.8187413364341245
Santana,RUA ANTONIO PEREIRA DE SOUSA,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.99890879569524
Santana,RUA ANTONIO PEREIRA DE SOUSA,São Paulo,Santana,metro,1.3589919256353589
Brás,Rua Bresser,São Paulo,Belem,metro,1.7108976087911374
Brás,Rua Bresser,São Paulo,Bresser-Mocca,metro,0.4231144711343956
Brás,Rua Bresser,São Paulo,Bras,metro,1.104671832029688
Chácara Santo Antônio,RUA CANCIONEIRO DE EVORA 174,São Paulo,Granja Julieta,trem,1.6119046308484084
Real Parque,Travessa Antônio Augusto Monteiro de Barros Neto,São Paulo,Vila Olimpia,trem,1.9511833454290306
Real Parque,Travessa Antônio Augusto Monteiro de Barros Neto,São Paulo,Berrini,trem,0.9220739480455115
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Casa Verde,AV Professora Ida Kolb,São Paulo,Barra Funda,metro,1.7715300925556665
Mirandópolis,Dos Jacintos,São Paulo,Vila Mariana,metro,1.8043036578310045
Mirandópolis,Dos Jacintos,São Paulo,Santa Cruz,metro,0.751688613391534
Mirandópolis,Dos Jacintos,São Paulo,Praça da Árvore,metro,0.553590434331288
Mirandópolis,Dos Jacintos,São Paulo,Chácara Klabin,metro,1.660014367008107
Mirandópolis,Dos Jacintos,São Paulo,Santos – Imigrantes,metro,1.9895726126093543
Santana,Voluntarios da Patria 3533,São Paulo,Parada Inglesa,metro,1.5995327622326878
Santana,Voluntarios da Patria 3533,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.8632208192663836
Santana,Voluntarios da Patria 3533,São Paulo,Santana,metro,1.5079713422447436
Casa Verde,Rua Nova dos Portugueses,São Paulo,Santana,metro,1.8982000884289958
Casa Verde,R Itamarati,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6832201649079155
Casa Verde,R Itamarati,São Paulo,Santana,metro,1.3231426424857418
Casa Verde,R Itamarati,São Paulo,Carandiru,metro,1.9296134985812987
Tatuapé,Rua Mariano de Sousa,São Paulo,Penha,metro,1.6352023978413728
Tatuapé,Rua Mariano de Sousa,São Paulo,Carrao,metro,1.9906087282455993
Campo Grande,Rua Joaquim Carlos Klein,São Paulo,Jurubatuba,trem,1.8710079183267385
Santana,Rua Paulo Gonçalves,São Paulo,Parada Inglesa,metro,1.9436841237068536
Santana,Rua Paulo Gonçalves,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.9651131598880403
Santana,Rua Paulo Gonçalves,São Paulo,Santana,metro,0.7944835839882439
Santana,Rua Paulo Gonçalves,São Paulo,Carandiru,metro,1.521288999641546
Jardim Bonfiglioli,Poetisa Colombina,São Paulo,Morumbi,trem,1.5081147705424898
Jardim Bonfiglioli,Poetisa Colombina,São Paulo,Saúde,metro,1.6907656174378953
Jardim Bonfiglioli,Poetisa Colombina,São Paulo,São Paulo-Morumbi,metro,1.547741775010871
Santana,Rua Alfredo Pujol,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6929922865335727
Santana,Rua Alfredo Pujol,São Paulo,Santana,metro,0.6749274769041849
Santana,Rua Alfredo Pujol,São Paulo,Carandiru,metro,1.1610335139281756
Santana,Rua Alfredo Pujol,São Paulo,Portuguesa-Tietê,metro,1.8577380512842794
Casa Verde,Rua Luís Antonio dos Santos,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.7936954213270297
Casa Verde,Rua Luís Antonio dos Santos,São Paulo,Santana,metro,1.561171171435244
Cangaíba,Rua Manuel Leiroz,São Paulo,Guilhermina – Esperança,metro,1.9530290154512968
Mooca,Rua Ilansa 257,São Paulo,Tamanduateí,metro,1.5417899638232793
Mooca,Rua Ilansa 257,São Paulo,Vila Prudente,metro,0.9099707532337015
Vila Prudente,Torquato Tasso,São Paulo,Vila Prudente,metro,1.1699943689326568
Bom Retiro,AV RUGDE 810,São Paulo,Marechal Deodoro,metro,1.497552424983926
Bom Retiro,AV RUGDE 810,São Paulo,Barra Funda,metro,1.7118566427223274
Moinho Velho,Rua Vergueiro 8993,São Paulo,Sacomã,metro,1.6596862231592908
Santana,AV Braz Leme,São Paulo,Santana,metro,0.900125833108701
Santana,AV Braz Leme,São Paulo,Carandiru,metro,1.0833557586214175
Santana,AV Braz Leme,São Paulo,Portuguesa-Tietê,metro,1.6468545598360411
Real Parque,Rua Cesar Vallejo,São Paulo,Vila Olimpia,trem,1.743079364581153
Real Parque,Rua Cesar Vallejo,São Paulo,Berrini,trem,0.6372187043784425
Real Parque,Rua Dom Paulo Pedrosa,São Paulo,Berrini,trem,1.429297491633931
Santana,Paulo Goncalves 205,São Paulo,Parada Inglesa,metro,1.9324827479882525
Santana,Paulo Goncalves 205,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.9591572932015414
Santana,Paulo Goncalves 205,São Paulo,Santana,metro,0.8318233522411403
Santana,Paulo Goncalves 205,São Paulo,Carandiru,metro,1.558344311641849
Jardim Marajoara,Rua José Benedito Salinas 110,São Paulo,Jurubatuba,trem,1.9954440176006785
Campo Belo,R DAS GRUMIXAMAS,São Paulo,Conceição,metro,1.5951183310919406
Campo Belo,R DAS GRUMIXAMAS,São Paulo,Jabaquara,metro,0.4504260814121972
Santana,Rua Voluntários da Pátria 4212,São Paulo,Parada Inglesa,metro,1.9643970273679512
Santana,Rua Voluntários da Pátria 4212,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.4412205815507757
Tucuruvi,Rua Bento Araújo,São Paulo,Tucuruvi,metro,1.6391759605483909
Tatuapé,Rua José Tavares de Siqueira 142,São Paulo,Carrao,metro,0.6287984549395386
Tatuapé,Rua José Tavares de Siqueira 142,São Paulo,Tatuape,metro,1.2215613550437658
Real Parque,AV Barão de Monte Mor,São Paulo,Berrini,trem,1.2386720630060228
Anália Franco,Rua Sebastião Barbosa,São Paulo,Tatuape,metro,1.537224014665652
Mooca,Travessa Emboaçava 496,São Paulo,Vila Prudente,metro,1.9952275276099107
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,Morumbi,trem,1.5081147705424898
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,Saúde,metro,1.6907656174378953
Jardim Bonfiglioli,Rua Poetisa Colombina,São Paulo,São Paulo-Morumbi,metro,1.547741775010871
Tatuapé,Rua Emilio Mallet 691,São Paulo,Carrao,metro,1.0312450307150072
Tatuapé,Rua Emilio Mallet 691,São Paulo,Tatuape,metro,1.2215093204105114
Vila Prudente,Rua Falchi Gianini,São Paulo,Tamanduateí,metro,1.9358341836107447
Vila Prudente,Rua Falchi Gianini,São Paulo,Vila Prudente,metro,1.1029811605657711
Tatuapé,Rua Apucarana,São Paulo,Carrao,metro,0.24629187874919473
Tatuapé,Rua Apucarana,São Paulo,Tatuape,metro,1.2041651367520194
Água Fria,R Ismael Neri,São Paulo,Tucuruvi,metro,1.0184275240722005
Água Fria,R Ismael Neri,São Paulo,Parada Inglesa,metro,0.8108151865746654
Água Fria,R Ismael Neri,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.2751594638451833
Santana,Rua Almeida Maia,São Paulo,Tucuruvi,metro,1.447346306114552
Santana,Rua Almeida Maia,São Paulo,Parada Inglesa,metro,1.5999297177178962
Santana,Rua Santo Egídio,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9760133847495756
Santana,Rua Santo Egídio,São Paulo,Santana,metro,1.6798563294850126
Santana,Condessa Siciliano,São Paulo,Parada Inglesa,metro,1.4638916622320435
Santana,Condessa Siciliano,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.5789269675995243
Santana,Condessa Siciliano,São Paulo,Santana,metro,0.9348835697053469
Santana,Condessa Siciliano,São Paulo,Carandiru,metro,1.507095625126773
Jardim Marajoara,Rua Moacir Simões da Rocha,São Paulo,Jurubatuba,trem,1.9330548158330376
Santana,Rua Doutor Guilherme Cristoffel,São Paulo,Parada Inglesa,metro,1.8275913669409312
Santana,Rua Doutor Guilherme Cristoffel,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.118622556943021
Santana,Rua Doutor Guilherme Cristoffel,São Paulo,Santana,metro,1.6100220951112363
Vila Matilde,Rua Félix de Otero 111,São Paulo,Vila Matilde,metro,1.3305367026263923
Vila Matilde,Rua Félix de Otero 111,São Paulo,Penha,metro,1.7882904707595455
